CERT,ASSET_slope,EQV_slope,RBC1AAJ_slope,NCLNLSR_slope,NPERFV_slope,EEFFR_slope,ROA_slope,LNLSDEPR_slope,EQV_d2y,ROA_d2y,asset_yoy,asset_accel,runway_q,cur_asset,n_quarters,cre_g36,capital_building,credit_turning,growth_accelerating,runway_to_10b,margin_eroding,cre_growth_36m
4324,-5305.062,0.222,0.557,-0.053,-0.009,-0.388,0.027,4.051,1.076,-0.143,0.04,0.04,326.506,420165.0,20,0.597,False,False,False,False,False,True
4360,-43839.281,0.273,0.179,0.024,0.042,0.84,-0.398,6.238,2.124,0.969,-0.14,-0.112,,6540325.0,20,0.386,False,False,False,False,False,False
4364,5162.469,-0.031,0.224,-0.069,-0.035,-0.193,-0.011,1.834,1.68,0.68,0.046,-0.003,282.22,429586.0,20,-0.017,False,False,False,False,False,False
4382,232748.421,0.16,0.328,0.001,0.014,-0.957,0.003,6.144,0.466,0.428,0.105,-0.04,19.732,6121994.0,20,0.897,False,False,False,False,False,True
4398,5977.152,0.115,0.113,-0.071,-0.04,-0.67,0.056,7.15,0.171,0.871,0.166,0.163,103.75,184828.0,20,0.121,False,False,True,False,False,False
4419,37001.922,-0.221,-0.034,-0.169,-0.145,0.108,-0.014,-2.675,2.093,0.987,0.008,-0.054,1445.24,644211.0,20,0.118,False,False,False,False,False,False
4432,28918.526,0.423,0.502,0.236,0.188,-2.085,0.131,6.716,2.84,-1.521,0.001,-0.024,13307.609,490003.0,20,-0.043,True,True,False,False,False,False
4433,77396.217,-0.193,-0.08,-0.121,-0.055,-0.568,-0.021,2.969,1.753,0.799,-0.03,-0.095,,1822778.0,20,0.473,False,False,False,False,False,False
4439,-7089.248,-0.034,0.343,0.0,0.038,-1.203,0.056,3.522,3.105,0.584,0.005,0.032,2680.824,431853.0,20,0.022,False,False,False,False,False,False
4444,16980.573,-0.636,0.34,-0.03,-0.017,5.03,-0.217,4.54,,,,,,449724.0,12,,False,False,False,False,True,False
4457,3534.758,0.234,0.112,-0.005,-0.003,-1.482,0.047,7.415,1.921,1.019,0.033,-0.068,606.212,72111.0,20,0.065,False,False,False,False,False,False
4464,9096.153,-0.004,0.12,0.206,0.173,-0.683,-0.012,4.396,0.671,0.649,0.045,-0.005,337.122,252571.0,20,0.945,False,True,False,False,False,True
4465,-2642.58,0.239,0.672,-0.461,-0.236,0.572,-0.064,3.726,3.16,0.65,-0.009,-0.004,,631356.0,20,0.212,False,False,False,False,False,False
4476,2262.316,0.368,0.407,0.086,0.08,1.359,-0.077,5.157,0.175,0.025,0.074,0.024,263.965,90541.0,20,-0.45,False,False,False,False,False,False
4477,-1777.107,0.441,0.293,0.0,0.0,-0.3,0.011,3.982,0.787,0.678,0.04,0.01,486.686,83878.0,20,0.938,True,False,False,False,False,True
4482,-829.164,0.643,0.635,0.028,0.021,-2.008,0.082,6.413,3.665,0.762,0.005,0.089,3411.428,104648.0,20,0.041,True,False,False,False,False,False
4494,-216.626,0.013,-0.137,0.0,0.0,-1.117,0.038,5.498,1.892,0.523,0.005,0.036,4512.698,37940.0,20,1.578,False,False,False,False,False,True
4506,77204.256,0.69,0.762,0.012,0.029,-1.236,0.121,7.236,0.978,0.25,0.03,-0.007,237.497,1736177.0,20,1.797,True,False,False,False,False,True
4511,-2010.367,1.423,1.357,-0.051,0.029,0.43,0.194,3.957,3.005,0.441,-0.019,-0.069,,248920.0,20,0.094,True,False,False,False,False,False
4514,263.94,0.504,0.412,-0.47,-0.231,2.928,-0.067,4.552,-0.204,-0.042,0.108,0.12,164.836,144869.0,20,0.583,False,False,True,False,False,True
4519,24091.053,0.331,0.337,-0.003,0.008,-1.056,0.053,5.523,2.021,0.804,0.0,-0.048,102049.174,747696.0,20,0.406,False,False,False,False,False,False
4526,19367.78,0.411,0.432,0.024,0.02,-1.307,0.16,4.957,2.926,0.871,-0.029,0.049,,376945.0,20,-0.046,True,False,False,False,False,False
4533,-14286.571,-0.548,0.526,-1.104,-0.698,-5.23,-0.156,-4.428,,,,,,968802.0,7,,False,False,False,False,False,False
4534,,,,,,,,,,,,,,2446697.0,2,,False,False,False,False,False,False
4536,,,,,,,,,,,,,,2801357.0,2,,False,False,False,False,False,False
4539,18159.158,0.115,0.342,0.003,0.001,2.074,-0.128,3.424,1.503,-0.075,0.066,0.019,179.638,568584.0,20,0.607,False,False,False,False,False,True
4540,84976.448,0.072,-0.131,-0.037,-0.013,-0.817,0.001,4.265,2.039,0.645,0.033,-0.084,287.516,995437.0,20,0.895,False,False,False,False,False,True
4549,49224.141,-0.461,-0.217,0.096,0.081,3.458,-0.165,2.595,1.423,0.872,0.023,-0.064,431.518,852685.0,20,0.258,False,False,False,False,True,False
4551,,,,,,,,,,,,,,224979.0,2,,False,False,False,False,False,False
4556,3799.585,-0.146,0.132,0.014,0.008,2.054,-0.102,4.99,1.738,0.418,0.054,0.018,341.742,115949.0,20,-0.084,False,False,False,False,False,False
4569,,,,,,,,,,,,,,559395.0,2,,False,False,False,False,False,False
4598,185.233,0.452,0.706,-0.271,-0.088,-1.609,0.029,2.274,1.907,-0.061,0.006,-0.02,3207.324,116939.0,20,0.307,True,False,False,False,False,False
4611,-1481.164,1.063,1.233,-0.269,-0.203,-1.979,0.192,1.609,0.727,0.262,0.051,0.018,322.192,176121.0,20,0.273,False,False,False,False,False,False
4619,12377.444,0.728,0.689,0.02,0.013,-1.265,0.117,1.652,1.891,0.44,0.043,-0.019,262.077,627375.0,20,-0.051,True,False,False,False,False,False
4621,8122.713,-0.278,0.098,-0.035,-0.006,-0.081,-0.113,1.35,1.446,-0.145,-0.062,-0.204,,158054.0,20,-0.079,False,False,False,False,False,False
4624,11869.744,-0.027,0.006,-0.006,-0.003,-8.978,0.323,2.639,-0.531,0.015,-0.024,-0.422,,187243.0,20,-0.524,False,False,False,False,False,False
4630,2687.859,-0.173,0.252,0.302,0.207,0.907,-0.043,9.175,,,,,,105667.0,16,,False,True,False,False,False,False
4636,16676.144,-0.529,-0.128,0.037,0.025,0.152,-0.012,1.798,0.975,0.313,0.149,0.073,101.023,300448.0,20,0.987,False,False,True,False,False,True
4638,3704.114,-0.077,0.329,0.086,0.044,-0.66,0.072,3.807,3.018,-0.062,0.027,-0.037,631.286,145791.0,20,1.545,False,False,False,False,False,True
4649,5506.072,-0.278,0.192,0.063,0.114,-1.835,0.068,3.14,-0.625,-0.226,0.164,0.046,113.341,136087.0,20,0.148,False,False,True,False,False,False
4652,355.266,-0.264,0.293,0.894,0.375,-1.171,-0.04,2.333,2.216,-0.003,0.029,-0.049,752.6,44137.0,20,-0.02,False,True,False,False,False,False
4654,2933.762,-0.155,-0.142,0.74,0.503,-1.009,0.025,8.42,1.077,0.039,0.08,0.095,248.81,83566.0,20,,False,True,False,False,False,False
4660,5025.257,0.238,0.301,-0.081,-0.074,0.343,0.043,1.033,0.648,-0.193,0.013,0.005,1135.501,245282.0,20,-0.479,False,False,False,False,False,False
4664,8028.523,0.264,0.241,0.013,0.012,-2.957,0.142,3.445,0.54,0.691,0.021,-0.099,771.104,180623.0,20,-0.073,False,False,False,False,False,False
4666,52889.395,-0.326,-0.138,-0.011,-0.008,-1.966,0.085,1.507,0.683,0.546,0.015,-0.029,530.307,1439702.0,20,-0.27,False,False,False,False,False,False
4668,712.499,-0.577,0.213,-0.363,-0.115,3.859,-0.168,3.142,1.747,0.231,0.036,0.002,571.375,61698.0,20,-0.51,False,False,False,False,True,False
4673,17985.134,0.507,0.548,-0.323,-0.151,0.386,0.092,4.764,1.686,0.718,0.105,0.129,89.496,1068527.0,20,0.622,True,False,True,False,False,True
4678,1375.814,-0.215,0.285,0.001,0.001,2.475,-0.097,2.517,1.94,0.304,0.056,0.053,274.793,232022.0,20,1.408,False,False,False,False,False,True
4683,7349.155,2.892,2.946,-0.085,-0.046,5.058,-0.17,4.496,10.398,-0.855,0.37,-0.6,69.011,43747.0,20,1.423,True,False,False,False,True,True
4690,-348.376,-0.275,0.425,-0.085,0.017,1.387,-0.061,2.027,1.598,0.142,0.001,-0.01,12922.113,85556.0,20,-0.117,False,False,False,False,False,False
4693,832.785,0.196,0.649,-0.115,-0.017,-3.454,0.279,7.234,2.676,0.736,0.074,0.049,270.097,79373.0,20,-0.656,False,False,False,False,False,False
4697,82230.388,-0.248,-0.116,0.076,0.057,0.049,-0.054,1.386,1.083,0.467,0.027,-0.029,310.411,1225665.0,20,0.019,False,False,False,False,False,False
4702,20615.474,0.029,0.283,-0.123,-0.051,1.238,-0.059,3.026,0.519,0.556,0.088,0.074,94.252,1376153.0,20,0.066,False,False,False,False,False,False
4705,37475.152,-0.099,0.319,-0.007,-0.005,-1.414,0.075,4.371,2.543,0.331,0.051,0.076,78.029,3821766.0,20,0.338,False,False,False,False,False,False
4707,6837.615,-0.819,0.125,-0.03,-0.008,0.461,-0.01,0.6,1.361,0.438,0.065,0.033,184.255,543934.0,20,0.212,False,False,False,False,False,False
4722,1562.343,0.347,0.347,-0.04,-0.014,0.482,0.028,8.07,3.286,1.281,0.077,0.159,211.027,195637.0,20,1.355,False,False,False,False,False,True
4728,1205.173,0.075,0.26,0.0,0.0,-2.641,0.123,5.32,0.388,0.828,0.05,-0.111,464.246,34912.0,20,3.487,False,False,False,False,False,True
4735,2976.559,-0.56,0.022,0.079,0.059,1.149,0.013,3.011,1.784,-1.161,0.079,0.125,211.162,182900.0,20,-0.191,False,False,False,False,False,False
4746,48480.18,-0.188,-0.041,0.076,0.048,1.68,-0.088,4.677,1.39,0.705,0.099,0.086,108.241,786352.0,20,0.508,False,False,False,False,False,True
4752,7263.907,0.063,0.193,0.236,0.168,4.143,-0.162,-1.449,0.297,0.15,0.164,0.061,117.524,116706.0,20,0.018,False,True,True,False,True,False
4756,11783.353,-0.111,0.021,0.164,0.177,-1.782,0.081,4.722,2.089,0.563,0.063,0.042,225.614,319340.0,20,0.049,False,True,False,False,False,False
4766,15357.489,0.238,0.114,-2.113,-0.939,-0.038,0.03,7.519,0.794,1.828,0.09,0.016,164.187,292454.0,20,0.28,False,False,False,False,False,False
4767,636157.636,0.693,0.736,0.078,0.083,-3.581,0.083,1.864,1.465,0.319,0.042,-0.014,15.028,8553297.0,20,0.115,True,False,False,False,False,False
4769,3567.086,0.586,0.734,-0.248,-0.101,-4.495,0.168,6.162,2.501,0.33,0.076,0.058,222.857,172871.0,20,1.644,True,False,False,False,False,True
4770,-1168.725,0.916,0.503,-0.138,-0.051,-8.428,0.489,8.0,-0.867,-0.269,0.134,0.105,160.876,63096.0,20,4.649,False,False,True,False,False,True
4773,-3688.848,0.748,0.824,0.004,0.004,1.047,0.109,2.666,-0.525,-0.016,0.02,-0.003,828.101,181502.0,20,-0.26,False,False,False,False,False,False
4774,3744.905,-0.376,-0.137,-0.028,-0.012,-0.382,-0.037,1.57,-1.422,0.491,0.025,-0.121,827.823,58430.0,20,,False,False,False,False,False,False
4775,-271.382,0.136,0.335,0.006,0.004,3.986,-0.059,3.655,,,,,,133596.0,17,,False,False,False,False,False,False
4778,6093.134,0.028,0.222,-0.031,-0.031,2.053,-0.03,2.005,0.546,0.898,0.065,0.053,232.919,261777.0,20,0.373,False,False,False,False,False,False
4779,116270.385,-0.211,-0.148,0.182,0.068,2.005,-0.031,-0.732,0.676,-0.21,0.375,0.296,29.654,943759.0,20,-0.102,False,True,True,False,False,False
4789,87709.287,-0.067,0.089,0.044,0.034,-0.456,0.037,3.805,0.485,0.466,0.071,0.055,74.575,2773623.0,20,0.393,False,False,False,False,False,False
4791,27445.272,-0.096,-0.029,-0.095,-0.076,0.205,0.045,0.447,0.009,0.28,0.116,0.034,107.844,523099.0,20,-0.069,False,False,True,False,False,False
4792,322.65,0.535,0.42,0.209,0.104,-3.786,0.24,3.806,2.171,0.38,-0.032,-0.085,,88093.0,20,-0.653,True,True,False,False,False,False
4794,1451.441,-0.767,0.181,-0.246,-0.051,0.417,-0.02,5.487,3.304,0.298,0.023,-0.012,817.417,101700.0,20,2.288,False,False,False,False,False,True
4796,3666.716,-0.373,0.055,0.375,0.16,-0.762,-0.036,-0.71,1.801,-0.109,0.017,0.025,1085.756,112614.0,20,-0.37,False,True,False,False,False,False
4799,-157879.317,0.184,0.703,0.128,0.088,1.642,0.015,3.209,2.256,0.584,-0.043,-0.036,,6783388.0,20,0.292,False,False,False,False,False,False
4801,1486.274,0.094,0.184,-0.258,-0.256,1.436,-0.052,1.226,1.141,0.356,-0.052,0.019,,501718.0,20,-0.124,False,False,False,False,False,False
4832,936009.82,-0.085,-0.062,0.131,0.108,-1.681,0.048,3.584,0.69,0.545,0.004,-0.057,429.909,6203118.0,20,1.042,False,False,False,False,False,True
4857,69220.58,0.437,0.298,-0.002,-0.049,0.079,-0.023,2.839,1.62,0.544,0.029,-0.005,221.215,2012851.0,20,0.28,True,False,False,False,False,False
4865,367838.806,0.121,0.301,0.118,0.109,7.925,-0.501,2.128,,,,,,13765535.0,16,,False,False,False,False,True,False
4931,114290.944,-0.243,-0.238,0.049,0.121,7.181,-0.346,-0.69,0.436,-0.154,-0.006,-0.001,,1781141.0,20,0.178,False,False,False,False,True,False
4945,9073.2,0.104,0.092,-0.124,-0.085,-2.19,0.192,4.806,1.27,0.77,0.009,-0.066,1695.647,231440.0,20,0.045,False,False,False,False,False,False
4952,58847.777,-0.268,-0.227,0.208,0.175,1.667,-0.092,0.329,-0.161,0.548,0.037,-0.017,257.107,940511.0,20,-0.058,False,True,False,False,False,False
4958,12233.35,0.2,0.402,0.067,0.044,-2.715,0.19,2.743,1.403,0.308,0.081,0.027,170.136,367909.0,20,0.169,False,False,False,False,False,False
4960,7749.856,0.265,0.226,0.0,0.003,3.432,-0.019,1.717,1.592,0.057,0.036,0.072,433.322,223819.0,20,-0.035,False,False,False,False,False,False
4972,96855.095,-0.399,0.042,0.019,0.111,2.372,-0.123,2.408,,,,,,2651069.0,19,,False,False,False,False,False,False
4993,20170.86,0.161,0.285,0.125,0.065,1.935,-0.083,3.665,0.73,0.274,0.046,-0.006,149.684,1879784.0,20,0.441,False,False,False,False,False,False
5005,103759.263,0.333,0.362,0.038,0.017,0.794,-0.079,1.339,0.539,0.071,0.08,-0.027,123.611,931179.0,20,0.919,False,False,False,False,False,True
5006,30980.571,-0.524,-0.36,0.099,0.075,4.712,-0.16,2.782,0.085,-0.969,0.089,0.04,134.694,558741.0,20,0.538,False,False,False,False,True,True
5015,6744.451,0.863,0.874,0.041,0.05,-2.473,0.207,2.555,2.865,0.274,0.024,0.003,505.205,494988.0,20,0.624,True,False,False,False,False,True
5018,-2383.008,-0.037,0.492,0.231,0.126,-0.415,0.035,4.99,3.192,0.19,-0.007,0.042,,463876.0,20,0.049,False,True,False,False,False,False
5019,125226.803,-0.231,-0.098,0.106,0.108,1.767,-0.08,3.916,0.373,0.04,0.092,0.032,80.779,1704832.0,20,0.29,False,False,False,False,False,False
5033,180494.839,-0.444,-0.454,0.272,0.222,3.82,-0.218,0.559,0.609,0.36,0.025,-0.096,323.447,1368016.0,20,0.187,False,True,False,False,True,False
5058,-4796.671,0.246,0.511,0.084,0.084,1.316,-0.097,2.597,1.672,0.506,0.056,0.076,166.027,1052628.0,20,-0.074,False,False,False,False,False,False
5062,125.23,0.259,0.128,0.666,0.371,-0.225,-0.026,3.19,2.855,0.319,0.022,0.057,593.835,413807.0,20,0.173,False,True,False,False,False,False
5072,23773.711,0.454,0.389,-0.161,-0.094,-0.661,0.009,2.674,3.121,0.694,0.063,0.066,182.419,619781.0,20,0.205,True,False,False,False,False,False
5074,-6309.426,0.058,0.432,-0.603,-0.2,-0.857,0.03,2.188,3.19,1.086,0.042,-0.017,327.691,334449.0,20,0.204,False,False,False,False,False,False
5076,-1703.377,0.489,0.353,0.14,0.076,0.121,0.032,1.341,1.425,0.156,-0.002,0.012,,53275.0,20,-0.24,True,False,False,False,False,False
5087,3627.534,-0.103,0.027,0.08,0.074,2.171,-0.148,2.999,1.054,0.543,0.058,-0.014,309.719,125567.0,20,0.242,False,False,False,False,False,False
5093,-1539.937,-0.313,0.303,0.48,0.283,4.904,-0.225,2.614,1.805,0.523,0.107,0.092,89.035,1030296.0,20,0.482,False,True,True,False,True,False
5095,23268.713,0.359,0.187,-0.037,0.11,-1.184,-0.119,4.341,0.64,-1.737,-0.004,-0.18,,456716.0,20,0.306,False,False,False,False,False,False
5097,2299.964,-0.088,0.223,0.041,0.033,4.848,-0.329,4.11,1.354,-0.608,0.059,0.029,241.408,321164.0,20,0.101,False,False,False,False,True,False
5105,11030.749,0.285,0.347,0.124,0.017,-1.201,-0.14,-1.977,4.912,-3.073,-0.256,-0.356,,61988.0,20,1.449,False,False,False,False,False,True
5107,-31.332,0.116,0.353,-0.253,-0.123,-0.417,0.03,-0.251,2.246,0.198,0.049,0.028,396.443,86016.0,20,0.036,False,False,False,False,False,False
5110,-338.875,0.344,0.3,0.106,0.01,-3.614,0.319,-1.331,0.425,1.023,0.143,0.179,166.787,37387.0,20,-0.232,False,False,True,False,False,False
5113,-2764.499,0.025,0.393,0.992,0.404,2.536,-0.135,-3.246,,,,,,78982.0,18,,False,True,False,False,True,False
5115,5890.319,0.338,0.368,0.197,0.141,0.393,-0.094,5.092,2.542,0.591,-0.06,-0.144,,128035.0,20,-0.003,False,True,False,False,False,False
5116,48569.892,-0.084,-0.253,0.076,0.118,7.605,-0.124,4.633,-0.269,1.082,0.125,0.074,114.571,346878.0,20,0.265,False,False,True,False,True,False
5117,195.57,-0.033,0.087,0.0,0.0,0.965,-0.011,1.962,1.427,0.348,0.089,0.088,210.128,112687.0,20,-0.218,False,False,False,False,False,False
5123,83113.901,0.164,0.159,0.021,0.068,-2.153,0.214,1.761,-1.742,0.67,0.326,0.185,26.382,1557977.0,20,0.328,False,False,True,False,False,False
5131,842.719,-0.051,0.019,-0.014,0.246,0.065,0.004,1.805,-0.717,-0.205,0.15,0.186,123.356,135279.0,20,0.03,False,True,True,False,False,False
5136,-5585.817,0.174,0.465,-0.165,-0.074,0.744,-0.043,7.201,1.908,-0.253,-0.001,-0.032,,362488.0,20,-0.035,False,False,False,False,False,False
5141,1888.325,0.52,0.508,0.004,0.004,-2.902,0.089,3.566,0.783,0.105,0.088,0.078,220.336,98188.0,20,0.382,True,False,False,False,False,False
5142,140.391,0.869,0.829,1.151,0.238,-2.853,0.152,-6.443,3.208,-1.036,-0.077,-0.105,,34885.0,20,-0.466,True,True,False,False,False,False
5146,-776921.663,3.209,2.935,-0.171,-0.124,-6.173,0.276,2.166,8.71,0.727,-0.375,-0.484,,2700336.0,20,,True,False,False,False,False,False
5150,4160.83,0.134,0.087,-0.127,-0.095,2.454,-0.105,-0.404,-0.215,-0.152,0.063,0.015,310.073,87422.0,20,-0.239,False,False,False,False,False,False
5162,31315.314,-0.369,-0.439,0.157,0.15,3.179,-0.125,4.085,0.841,0.718,0.104,0.049,128.121,420541.0,20,0.528,False,True,True,False,True,True
5170,37090.337,0.217,0.254,0.123,0.109,1.064,-0.108,3.267,1.682,0.228,-0.023,-0.037,,1317428.0,20,0.955,False,False,False,False,False,True
5175,17772.337,0.029,0.327,0.19,0.115,2.318,-0.021,2.105,-4.751,-0.548,0.171,-0.335,113.79,111309.0,20,,False,True,False,False,False,False
5180,9812.863,-0.367,-0.387,-0.676,-0.379,-1.408,0.053,4.252,0.56,1.054,0.084,0.073,201.631,175254.0,20,0.362,False,False,False,False,False,False
5186,3923.423,-0.736,-0.647,-1.015,-0.683,-0.27,-0.171,1.086,1.012,0.462,0.079,0.115,193.417,248954.0,20,0.222,False,False,False,False,False,False
5193,30070.842,0.049,0.22,-0.208,-0.108,-0.537,0.048,2.555,1.35,0.48,0.06,0.026,167.781,885027.0,20,0.413,False,False,False,False,False,False
5196,2168.974,0.448,0.402,0.256,0.101,-9.663,0.317,2.908,-1.645,1.275,0.189,0.111,123.975,46330.0,20,4.265,False,True,True,False,False,True
5197,2707.732,-0.039,-0.035,0.206,0.138,-2.086,0.099,1.033,1.878,1.04,0.053,0.056,340.57,126422.0,20,-0.072,False,True,False,False,False,False
5198,3442.974,0.243,0.07,0.143,0.1,-1.934,0.086,3.977,2.003,1.372,0.016,-0.045,872.424,285828.0,20,0.16,False,False,False,False,False,False
5214,3094.728,0.071,0.345,-0.242,-0.168,-0.484,0.012,1.648,2.192,1.067,-0.01,-0.042,,135495.0,20,0.166,False,False,False,False,False,False
5219,37576.932,-0.09,-0.092,0.303,0.227,1.627,-0.089,0.759,1.193,0.85,0.512,0.544,27.633,575584.0,20,0.403,False,True,True,False,False,False
5221,1392.983,-0.037,0.313,0.048,0.059,2.169,0.038,7.203,0.749,0.712,0.03,-0.001,634.206,96561.0,20,0.085,False,False,False,False,False,False
5223,8501.684,0.5,0.448,0.056,0.056,0.099,0.013,1.799,0.68,0.708,0.085,0.042,160.788,380050.0,20,0.321,False,False,False,False,False,False
5229,29561.597,-0.096,0.186,0.273,0.272,0.345,-0.118,3.123,0.985,0.278,0.06,-0.041,215.206,425932.0,20,0.228,False,True,False,False,False,False
5232,853.185,0.235,0.101,-0.092,-0.235,-4.368,0.117,-0.605,0.608,0.436,0.035,-0.035,656.247,34506.0,20,-0.289,False,False,False,False,False,False
5247,9304.881,-0.06,0.094,0.407,0.34,1.407,-0.228,3.067,2.067,0.57,-0.011,0.002,,434031.0,20,-0.061,False,True,False,False,False,False
5249,8395.438,0.093,0.1,0.007,0.03,-1.001,0.06,9.067,2.411,0.817,-0.06,-0.082,,285947.0,20,0.374,False,False,False,False,False,False
5252,-22660.716,1.464,1.188,0.221,0.03,-4.903,0.037,-1.452,1.653,-7.938,0.017,-0.011,946.221,189134.0,20,-0.698,True,True,False,False,False,False
5269,13903.188,0.802,0.798,0.006,-0.001,-1.019,0.238,6.385,1.338,0.265,0.082,0.048,125.541,840051.0,20,0.108,True,False,False,False,False,False
5270,4057.161,0.02,0.106,0.024,0.02,-0.404,0.045,3.0,0.784,1.156,0.039,-0.015,404.731,198453.0,20,-0.051,False,False,False,False,False,False
5271,,,,,,,,,,,,,,378834.0,2,,False,False,False,False,False,False
5278,1552.779,-0.528,-0.223,0.068,0.056,1.363,-0.048,1.684,1.885,3.061,-0.019,-0.041,,56960.0,20,-0.237,False,False,False,False,False,False
5280,1519.161,0.032,0.25,-0.024,-0.01,3.686,-0.16,3.632,1.165,0.489,0.04,0.053,289.096,569960.0,20,-0.058,False,False,False,False,True,False
5283,6016.302,0.086,0.23,0.476,0.142,0.144,-0.036,-8.658,,,,,,218987.0,19,,False,True,False,False,False,False
5285,7605.432,-0.174,-0.008,0.057,0.038,2.425,-0.024,3.578,,,,,,1591626.0,19,,False,False,False,False,False,False
5286,34125.826,0.46,0.43,0.086,0.083,-1.477,0.05,6.379,1.062,0.229,0.065,0.006,165.999,722966.0,20,0.327,True,False,False,False,False,False
5295,10176.238,-0.453,-0.086,-0.053,-0.007,4.31,-0.123,4.664,1.035,0.645,0.007,-0.031,1628.576,585975.0,20,0.34,False,False,False,False,True,False
5297,22188.623,0.064,0.061,-0.021,-0.015,2.395,-0.065,1.112,-0.195,0.411,0.016,-0.092,784.067,407402.0,20,0.181,False,False,False,False,False,False
5304,480864.331,0.459,-0.008,0.001,0.002,1.196,0.013,1.358,-0.915,0.027,0.346,0.247,6.724,6064567.0,20,0.474,False,False,True,True,False,False
5306,6632.021,0.094,0.182,-0.052,0.004,1.624,-0.029,2.146,2.079,0.506,-0.008,0.008,,684088.0,20,0.265,False,False,False,False,False,False
5317,7835.438,-0.312,-0.053,-0.022,-0.011,2.042,-0.054,4.552,1.343,0.332,0.04,-0.019,361.093,299354.0,20,-0.046,False,False,False,False,False,False
5335,22262.325,0.218,0.373,0.217,0.13,-1.227,0.28,0.292,-0.029,0.376,0.064,0.021,171.349,707460.0,20,0.054,False,True,False,False,False,False
5336,5213.254,-0.185,0.072,0.327,0.214,-0.507,-0.197,2.276,1.88,0.701,0.03,0.031,483.534,266827.0,20,-0.179,False,True,False,False,False,False
5337,23710.472,0.317,0.304,0.111,0.091,-1.428,0.245,9.382,4.725,0.765,0.019,-0.027,713.04,359371.0,20,0.221,False,False,False,False,False,False
5357,6356.135,0.164,0.339,-0.183,-0.101,1.292,-0.088,3.51,2.4,0.619,0.01,-0.041,1379.594,336799.0,20,0.28,False,False,False,False,False,False
5364,-6287.513,-0.468,0.077,0.009,0.006,2.019,-0.071,3.296,1.724,0.5,0.015,0.006,930.955,325888.0,20,0.701,False,False,False,False,False,True
5369,1406.839,0.248,0.251,-0.0,-0.0,-0.271,0.053,1.617,-1.175,0.523,0.083,0.061,215.264,135875.0,20,1.99,False,False,False,False,False,True
5377,7939.588,0.126,0.153,0.004,0.003,-2.155,0.071,4.668,1.559,0.63,0.043,-0.053,400.249,146228.0,20,0.349,False,False,False,False,False,False
5380,-40.854,0.061,-0.008,-0.704,-0.203,3.327,-0.105,6.006,,,,,,27527.0,18,,False,False,False,False,True,False
5384,31571.657,-0.257,-0.261,0.023,0.017,-1.81,-0.003,1.883,0.78,0.308,0.22,0.094,68.408,335354.0,20,0.37,False,False,True,False,False,False
5394,7884.292,0.253,0.141,0.132,0.096,2.759,-0.133,3.857,1.972,0.576,0.086,0.103,155.397,405220.0,20,0.142,False,False,False,False,True,False
5396,13898.719,0.325,0.209,0.088,0.079,-3.233,0.138,5.406,0.561,0.257,-0.016,-0.111,,328228.0,20,0.252,False,False,False,False,False,False
5401,385.395,0.603,0.573,-0.052,-0.023,0.584,0.042,0.214,-0.34,0.113,0.081,-0.013,219.666,142282.0,20,-0.166,False,False,False,False,False,False
5405,2473.774,-0.345,-0.171,-0.073,-0.05,-0.214,0.014,-2.307,0.638,0.117,0.009,-0.047,1922.495,107079.0,20,3.684,False,False,False,False,False,True
5408,1177.374,0.108,0.272,-0.0,-0.0,0.744,0.031,1.994,0.937,0.37,0.036,0.023,565.632,70484.0,20,-0.504,False,False,False,False,False,False
5410,19663.023,0.716,0.591,-0.19,-0.096,-3.935,0.422,-1.93,2.776,-0.566,-0.037,-0.137,,372974.0,20,-0.024,True,False,False,False,False,False
5415,170820.325,0.023,0.034,-0.047,-0.026,0.695,-0.073,-0.818,1.53,0.103,0.042,0.056,151.473,2139871.0,20,0.444,False,False,False,False,False,False
5422,-122.836,-0.09,-0.23,-0.401,-0.101,2.032,-0.034,2.61,-0.72,0.689,0.04,0.047,476.751,96593.0,20,-0.666,False,False,False,False,False,False
5424,6226.74,0.342,0.522,0.042,0.066,2.212,-0.158,3.534,1.411,-0.083,-0.002,-0.027,,315961.0,20,0.396,False,False,False,False,False,False
5425,26707.567,-0.918,-0.778,0.845,0.729,1.534,-0.222,13.182,-18.344,-0.399,0.742,-0.101,30.07,154033.0,20,,False,True,False,False,False,False
5432,29021.66,0.154,0.224,-0.041,-0.023,-3.725,0.122,-1.772,1.127,-0.083,0.046,-0.015,267.403,501170.0,20,-0.026,False,False,False,False,False,False
5434,38102.656,-0.556,-0.651,-0.222,-0.096,1.799,-0.069,4.732,1.656,0.549,0.01,0.014,1148.54,593636.0,20,0.963,False,False,False,False,False,True
5438,1758.737,0.313,0.23,0.361,0.184,0.851,0.048,0.821,2.322,0.592,-0.043,-0.039,,92370.0,20,-0.443,False,True,False,False,False,False
5439,2950.818,0.692,0.698,0.281,0.151,-3.079,0.177,1.932,1.799,0.072,0.03,0.004,538.094,199144.0,20,-0.033,True,True,False,False,False,False
5442,54431.621,-0.164,-0.163,-0.191,-0.137,0.98,-0.194,3.156,0.695,1.552,0.083,0.029,125.981,803561.0,20,0.522,False,False,False,False,False,True
5447,,,,,,,,,,,,,,36137.0,3,,False,False,False,False,False,False
5460,1302.92,0.839,0.795,0.026,0.013,-5.197,0.367,2.574,1.166,-0.793,0.037,-0.01,455.638,165392.0,20,-0.199,True,False,False,False,False,False
