SRC_STATE,COMPANY,ADDRESS,CITY,STALP,ZIP
FL,"INTER & CO PAYMENTS, INC.","501 BRICKELL KEY DRIVE, # 202",MIAMI,FL,33131
FL,"INTER GLOBAL LEGAL, PLLC",1430 S DIXIE HWY SUITE 314,CORAL GABLES,FL,33146
FL,"INTERCAMBIO EXPRESS, INC.",426 N. MAIN ST,ELKHART,IN,46516
FL,INTERCREDIT INC,7270 NW 12TH ST,MIAMI,FL,33126
FL,"INTERMEX WIRE TRANSFER, LLC",9100 S. DADELAND BLVD,MIAMI,FL,33156
FL,INTERNATIONAL PAYOUT SYSTEMS INC.,540 NE 4TH STREET,FORT LAUDERDALE,FL,33301
FL,INTERNATIONAL XPRESS CORP,2619 S. ORLANDO DRIVE,SANFORD,FL,32773
FL,"INTERNET ESCROW SERVICES, INC.","SUITE 650,",SAN FRANCISCO,CA,94104
FL,INTUIT PAYMENTS INC.,2700 COAST AVENUE,MOUNTAIN VIEW,CA,94043
FL,INTXPAY INC.,19790 W DIXIE HWY,MIAMI,FL,33180
FL,INVERSIONES CAMAPOPO LLC,6874 W FLAGLER ST,MIAMI,FL,33144
FL,"INX DIGITAL, INC.",525 WASHINGTON BLVD,JERSEY CITY,NJ,07310
FL,IVA MAR ENTERPRISES INC,400 W INDIANTOWN RD,JUPITER FL,FL,33458
FL,J & V FOOD STORE INC,10696 BISCAYNE BLVD,JACKSONVILLE,FL,32218
FL,"JAGUEYCH, LLC",7465 SW 8 STREET,MIAMI,FL,33144
FL,JAI SRI RAM INC,370 S WICKHAM RD,W MELBOURNE,FL,32904
FL,JAJU ENTERPRISES LLC,2844 SW PORT SAINT LUCIE BLVD,PORT SAINT LUCIE,FL,34953
FL,"JALLOUK, INC",504 SE MARTIN LUTHER KING BLVD,STUART,FL,34994
FL,JARIS CORP,3650 US-27,SEBRING,FL,33870
FL,"JAVE GROUP, LLC",918 NE 62ND STREET,OAKLAND PARK,FL,33334
FL,JAY JAGDISH INC,2801 SR 17 N,SEBRING,FL,33870
FL,JENNA CC INC,5361 N DIXIE HWY,POMPANO BEACH,FL,33064
FL,"JHA MONEY CENTER, INC.",663 W. HIGHWAY 60,MONETT,MO,65708
FL,JN MONEY SERVICES (USA) INC.,3895 NW 24TH STREET,LAUDERDALE LAKES,FL,33311
FL,JNBC LLC,3575 SE SALERNO RD,STUART,FL,34997
FL,JPAY LLC,10981 MARKS WAY,MIRAMAR,FL,33025
FL,KABAYAN CAPITAL (USA) LLC,18952 MACARTHUR BOULEVARD,IRVINE,CA,92612
FL,"KALBAS, INC.",1500 SW 30TH AVE,BOYNTON BEACH,FL,33426
FL,KASHPAY LLC,125 E PINE ST,ORLANDO,FL,32801
FL,"KATAY #8, INC.",201 SE 24TH AVENUE,POMPANO BEACH,FL,33062
FL,KATBLACK LLC,552 CASSAT AVE,JACKSONVILLE,FL,32254
FL,KAYANDRE MULTI SERVICES LLC,4945 S ORANGE BLOSSOM TRAIL,ORLANDO,FL,32839
FL,"KEEFE COMMISSARY NETWORK, LLC",10880 LINPAGE PLACE,ST. LOUIS,MO,63132
FL,KIWI FINANCIAL GROUP INC.,3390 MARY ST,COCONUT GROVE,FL,33133
FL,"KIWI FINANCIAL, INC",33 CALLE RESOLUCION,SAN JUAN,PR,00920
FL,KLARNA INC.,800 N. HIGH STREET,COLUMBUS,OH,43215
FL,KRISHNA FINANCIAL INC,605 SW MAIN BLVD,LAKE CITY,FL,32025
FL,KWIK DOLLAR LLC,5851 SAN FELIPE ST.,HOUSTON,TX,77057
FL,KWIK MONEY SERVICES INC,540 NE 44TH ST,POMPANO BEACH,FL,33064
FL,KWIK STOP CHECK CASHING LLC,2581 EAST 8TH AVE,HIALEAH,FL,33013
FL,KWIK STOP EAST INC,2101 E COMMERCIAL BLVD,FT LAUDERDALE,FL,33308
FL,LA COSTA STORE CORP,3863 BAYSHORE DRIVE,NAPLES,FL,34112
FL,LA FERIA LLC,4528 PALM BEACH BLVD,FORT MYERS,FL,33905
FL,LA PAISA MONEY TRANSFER INC,3905 W DAVIE BLVD,FORT LAUDERDALE,FL,33312
FL,"LA PRIMAVERA SUPERMARKET, INC.",903 N WASHINGTON BLVD,SARASOTA,FL,34236
FL,LAKE WORTH FINANCIAL INC,400 S DIXIE HWY SUITE # 4,LAKE WORTH,FL,33460
FL,LAKEVIEW CASH LLC,1808 AIRPORT RD S,NAPLES,FL,34112
FL,LAMCO LATIN AMERICAN MARKETING COMPANY,50 GIRALDA AVENUE,CORAL GABLES,FL,33134
FL,LAS TRES BANDERAS 2 INC,397 E MAIN ST UNIT A,APOPKA,FL,32703
FL,LAS TRES BANDERAS 3 INC,2374 W OAK RIDGE RD,ORLANDO,FL,32809
FL,LATITUDE PAYMENTS INC.,1401 LAKE PLAZA DRIVE,SPRING,TX,77389
FL,LENLYN LIMITED,3600 NW 42ND AVENUE,MIAMI,FL,33122
FL,LEU FINANCIALS LLC,3300 W 84TH STREET,HIALEAH,FL,33018
FL,"LIGHTSPARK PAYMENTS, LLC",3233 S. LA CIENEGA BLVD.,LOS ANGELES,CA,90016
FL,LINCOLN EXCHANGE & GIFTS LLC,1633 WASHINGTON AVENUE,MIAMI BEACH,FL,33139
FL,LITE FINTECH LLC,255 GIRALDA AVENUE 5TH FLOOR,CORAL GABLES,FL,33134
FL,LITTLE MEXICO OF OCALA LLC,125 NW 110TH AVE,OCALA,FL,34482
FL,"LL PAY U.S., LLC",666 THIRD AVENUE,NEW YORK,NY,10017
FL,LOAN SERVICES LLC,4481 LAKE WORTH RD,LAKE WORTH,FL,33461
FL,"LOOMIS ARMORED US, LLC",2500 CITYWEST BLVD,HOUSTON,TX,77042-3032
FL,LOOMIS INTERNATIONAL (US) LLC.,12800 NW SOUTH RIVER DRIVE,MEDLEY,FL,33178
FL,LOS AMIGOS INC,1600  MISSOURI AVE N SUITE 110,LARGO,FL,33770
FL,LYONS XPRESS INC.,26 WILSON AVENUE,NEWARK,NJ,07105
FL,M T CONSULTING LLC,3666 TAMIAMI TRL,PORT CHARLOTTE,FL,33952
FL,"M-NET INTERNATIONAL, INC.",3440 HOLLYWOOD BOULEVARD,HOLLYWOOD,FL,33021
FL,M. I. FINANCING LLC,3771 S. MILITARY TRAIL,GREEN ACRES,FL,33463
FL,"M.M.B. ENTERPRISES,INC.",2360 SE RIVERGATE PKWY,PT ST LUCIE,FL,34952
FL,MAHALAXMI CORPORATION,2461 HANSON STREET,FT MYERS,FL,33901-7343
FL,MAHALAXMI GROCERY INC,1380 LAKE BRADFORD RD,TALLAHASSEE,FL,32304
FL,MAHANT ENTERPRISES LLC,227 SOUTH STATE ROAD 7,MARGATE,FL,33068
FL,MAJESTIC INC. OF AUSTRALIAN AVE,1245 25TH STREET,WEST PALM BEACH,FL,33407
FL,MAJORITY PAYMENT SERVICES LLC,128 NW 28TH STREET,MIAMI,FL,33127
FL,MANELIZ LLC,9125 TAFT STREET,HOLLYWOOD,FL,33024
FL,MASTERCARD TRANSACTION SERVICES (US) LLC,150 FIFTH AVENUE,NEW YORK,NY,10011
FL,MAXITRANSFERS LLC,222 W LAS COLINAS BLVD,IRVING,TX,75039
FL,MDSN ENTERPRISES INC,4180 S JOG RD,LAKE WORTH,FL,33467
FL,ME INVESTMENT GROUP CORP,3091 LAKE WORTH RD,PALM SPRINGS,FL,33461
FL,MEGA MERCADO LLC,2009 GEORGE JENKINS BLVD,LAKELAND,FL,33815
FL,MELIO SOLUTIONS INC.,124 E. 14TH STREET,NEW YORK,NY,10003
FL,"MEMO FINANCIAL SERVICES AMERICA, INC.",1029 MUMMA ROAD,WORMLEYSBURG,PA,17043
FL,"MERCARI, INC.",3000 EL CAMINO REAL,PALO ALTO,CA,94306
FL,"MERIDIAN PAYMENTS UNITED STATES, INC.",3840 LOQUAT AVE,MIAMI,FL,33131
FL,META PAYMENTS INC.,1 META WAY,MENLO PARK,CA,94025
FL,"METALLICUS, INC.",1429 ROLLINS ROAD,BURLINGAME,CA,94010
FL,MEXICO LINDO GROCERY LLC,949 SOUTH MAIN STREET,BELLE GLADE,FL,33430
FL,MEXLAND CORPORATION,906 E MYERS BLVD,MASCOTTE,FL,34753
FL,"MEZU (NA), INC.",1040 S GAYLORD ST,DENVER,CO,80209
FL,MI PAIS EXPRESS INC,3301 BROADWAY AVE,WEST PALM BEACH,FL,33407-4837
FL,"MIDFLORIDA  ARMORED AND ATM SERVICES, INC",4314 W MLK BLVD,TAMPA,FL,33614
FL,MILANESE GROUP INC,3400 CORAL WAY,MIAMI,FL,33145
FL,"MILO PAYMENTS, LLC",545 NW 26TH ST,MIAMI,FL,33127
FL,MIO TRANSFERS LLC,323 SUNNY ISLES BLVD,MIAMI,FL,33160
FL,MMFL FLORIDA LLC,4209 W HWY 98,PANAMA CITY,FL,32401
FL,MOCTEZUMA ENVIOS INC,19784 SW 177TH AVE,MIAMI,FL,33187-2633
FL,"MONEX, INC.",1101 K ST NW,WASHINGTON,DC,20005
FL,MONEY WAVE CORP,1720 HARRISON ST STE 18B,HOLLYWOOD,FL,33020
FL,MONEYCORP US INC.,1 PARK ROW,PROVIDENCE,RI,02903
FL,"MONEYGRAM PAYMENT SYSTEMS, INC.",1550 UTICA AVENUE SOUTH,MINNEAPOLIS,MN,55416
FL,"MONEYTKA, LLC",4830 W PARK ROAD,HOLLYWOOD,FL,33021
FL,MONEYTUN LLC,3651 LINDELL ROAD,LAS VEGAS,NV,89103
FL,MONEYWAYS LLC,2700 GLADES CIRCLE,FORT LAUDERDALE,FL,33327
FL,MOODY HARB SERVICES INC,1330 S FEDERAL HWY,DEERFIELD BCH,FL,33441
FL,MOOMOO CRYPTO INC.,185 HUDSON STREET,JERSEY CITY,NJ,07311
FL,MOON INC.,864 SPRING ST. NW,ATLANTA,GA,30308
FL,MOONPAY USA LLC,520 BROADWAY,NEW YORK,NY,10013
FL,MR 99 CENTS II INC.,1811 LAKE TRAFFORD ROAD,IMMOKALEE,FL,34142
FL,MS SECURITIES GROUP LLC,1711 AMAZING WAY,OCOEE,FL,34761
FL,MSB SERVICE AND SOLUTIONS LLC,1870 NW BOCA RATON BLVD,BOCA RATON,FL,33482
FL,MSB USA INC,500 N CENTRAL EXPRESSWAY,PLANO,TX,75074
FL,MTFX USA INC.,"2500 PLAZA 5, 25TH FLOOR",JERSEY CITY,NJ,07311
FL,MUBARAK TRADING CORPORATION INC,727 MAYFLOWER AVE,FORT WALTON BEACH,FL,32547
FL,MURLIDHAR INC,809 N MAIN STREET,GAINESVILLE,FL,32601
FL,MUSI ENTERPRISES INC,1003 NW 3RD AVE,MIAMI,FL,33136
FL,"MUTHANA, INC.",1002 NW PARK STREET,OKEECHOBEE,FL,34972
FL,MVP MOTORS INC.,1900 N WASHINGTON BLVD,SARASOTA,FL,34234
FL,"MYGUARD, LLC",7805 GUNN HIGHWAY,TAMPA,FL,33626
FL,"MYWALLETGURU, LLC",2719 HOLLYWOOD BLVD #173,HOLLYWOOD,FL,33020
FL,NATIONAL CHECK CASHING OF PENSACOLA INC,4806 MOBILE HWY SUITE A,PENSACOLA,FL,32506
FL,"NATIONWIDE SERVICES US, LLC",925 N CENTRAL AVENUE,UMATILLA,FL,32784
FL,NAVRO PAYMENTS USA LLC,"1000 N.WEST STREET, SUIT 1200",WILMINGTON,DE,19901
FL,NAYA FINANCIAL LLC,2143 N SR 7,MARGATE,FL,33063
FL,NETSPEND CORPORATION,"701 BRAZOS STREET, SUITE 1200",AUSTIN,TX,78701
FL,"NIC SERVICES, LLC",7701 COLLEGE BOULEVARD,OVERLAND PARK,KS,66210
FL,NILKANTH LINK INC,118  N W US HWY 19,CRYSTAL RIVER,FL,34428
FL,"NORTH CREEK GROUP, LLC",1 ALHAMBRA PLAZA,CORAL GABLES,FL,33134
FL,NSAA SERVICES LLC,1601 W COPANS RD,POMPANO BEACH,FL,33064
FL,NSMA INC,501 W. LANTANA ROAD,LANTANA,FL,33462-2827
FL,NUEVO MUNDO COMPANY,9702 SW 40TH STREET,MIAMI,FL,33165
FL,NUMMI LLC,11098 BISCAYNE BLVD,NORTH MIAMI,FL,33161
FL,NUVEI US LLC,1375 N SCOTTSDALE RD,SCOTTSDALE,AZ,85257
FL,NYDIG EXECUTION LLC,ONE VANDERBILT AVE.,NEW YORK,NY,10017
FL,O & J INC,306 NEW MARKET RD,IMMOKALEE,FL,34142
FL,OA GLOBAL PAYMENTS LLC,14800 QUORUM DRIVE,DALLAS,TX,75254
FL,"OG FINANCIAL, LLC",1339 NW 40TH AVENUE,LAUDERHILL,FL,33313
FL,OHEE & MAHEE INC,4721 PALM BEACH BLVD,FORT MYERS,FL,33905
FL,"OKEY D, INC.",2121 N OCEAN BLVD,POMPANO BEACH,FL,33062
FL,OKX INC.,160 W. SANTA CLARA ST.,SAN JOSE,CA,95113
FL,OMNEX GROUP INC.,580 SYLVAN AVENUE,ENGLEWOOD CLIFFS,NJ,07632
FL,OMR USA SERVICE INC,6500 W. 4 AVENUE SUITE 14,HIALEAH,FL,33012
FL,ONE STOP RETAIL INC,439 SE 2ND STREET,BELLE GLADE,FL,33430
FL,ONE WAY TRADING INC,519 US HIGHWAY 41 BYPASS N,VENICE,FL,34285
FL,OPEXCHANGE MSB LLC,"175 SW 7TH STREET, SUITE 1909",MIAMI,FL,33130
FL,"OROKII, INC.",56 WELLINGTON RD,EAST BRUNSWICK,NJ,08816
FL,"ORTIZ 9, LLC",1214 ORTIZ AVENUE,FORT MYERS,FL,33905
FL,OTCIS LLC,2980 NE 207TH ST - SUITE 332,AVENTURA,FL,33180
FL,"OWLTING USA, INC.",4250 NORTH FAIRFAX DRIVE,ARLINGTON,VA,22203
FL,PADMAJAI INC,1409 SOUTH ADAMS STREET,TALLAHASSEE,FL,32301
FL,PAGOTRONIC LLC,5798 SW 68 ST,MIAMI,FL,33143
FL,PALACE NEWS AGENCY INC,8050 N ATLANTIC AVE,CAPE CANAVERAL,FL,32920
FL,PALMNCRILL ENTERPRISE INC.,3200 CRILL AVE,PALATKA,FL,32177
FL,"PANGEA USA, LLC",175 W. JACKSON BLVD,CHICAGO,IL,60604
FL,PARK OIL COMPANY,447 E. MAIN STREET,TUPELO,MS,38804
FL,"PATRIOT PAY, LLC","4883 DRESSLER RD. NW, STE. 100",CANTON,OH,44718
FL,PAYCHEX HOLDINGS LLC,911 PANORAMA TRAIL SOUTH,ROCHESTER,NY,14625
FL,PAYMENT PROGRESS LLC,12 BROAD STREET,RED BANK,NJ,07701
FL,"PAYNEARME MT, INC.",5201 GREAT AMERICA PARKWAY,SANTA CLARA,CA,95054
FL,PAYONEER INC.,195 BROADWAY FL 27,NEW YORK,NY,10007
FL,"PAYPAL, INC.",2211 N FIRST ST,SAN JOSE,CA,95131
FL,PAYPASS LLC,501 E KENNEDY BLVD,TAMPA,FL,33602
FL,PAYPOOL LLC,4747 BETHESDA AVENUE,BETHESDA,MD,20814
FL,PAYSEND US LLC,801 BRICKELL AVE,MIAMI,FL,33131
FL,"PAYWARD INTERACTIVE, INC.",106 E. LINCOLN WAY,CHEYENNE,WY,82001
FL,PEPE'S HACIENDA & RESTAURANT DUPONT CORP,3615 DUPONT AVE SUITE 900,JACKSONVILLE,FL,32217
FL,"PETRA FOOD & SERVICES, INC",1943 W SILVER SPRINGS BLVD,OCALA,FL,34475
FL,PINGPONG GLOBAL SOLUTIONS INC,27 W 24TH ST,NEW YORK,NY,10010
FL,PIONEX INC.,500 COLLEGE ROAD EAST,PRINCETON,NJ,08540
FL,PLACID NK CORPORATION,7210 37TH AVENUE,JACKSON HEIGHTS,NY,11372
FL,PLAZA MEXICO INC,3061 RIFLE RANGE RD,WINTER HAVEN,FL,33880
FL,"PNB REMITTANCE CENTERS, INC.",225 W. BROADWAY,GLENDALE,CA,91204
FL,"POPULUS FINANCIAL GROUP, INC.",300 E. JOHN CARPENTER FWY,IRVING,TX,75062
FL,POR NADA INC,1025 DREXEL RD,WEST PALM BEACH,FL,33417
FL,POSSIBLE FINANCIAL INC.,1425 4TH AVE,SEATTLE,WA,98101
FL,PREMIER CASHING LLC,"3923 LAKE WORTH ROAD, #204",LAKE WORTH,FL,33461
FL,PRESIDENTE CHECK CASHING CORPORATION,1817 S.W. 8TH STREET,MIAMI,FL,33135
FL,"PRESTO CHECK CASHING & MULTI-SERVICES, LLC",632  BELVEDERE ROAD,WEST PALM BEACH,FL,33405
FL,PRIMA'S STORE INC,6980 STATE RD 60 W,MULBERRY,FL,33860
FL,PRIYAL INC,1018 JONES RD,JACKSONVILLE,FL,32220
FL,"PROCORE PAYMENT SERVICES, INC.",6309 CARPINTERIA AVENUE,CARPINTERIA,CA,93013
FL,"PROVENANCE TECHNOLOGIES, INC.",650 CALIFORNIA STREET,SAN FRANCISCO,CA,94108
FL,QUICK CHECK CASHING CORP,24848 SW 177TH AVE,HOMESTEAD,FL,33031
FL,QUICK MART ENTERPRISES INC,2030 E FLETCHER AVE,TAMPA,FL,33612
FL,QUICKYPAY LLC,12114 SW 114 PL,MIAMI,FL,33176
FL,RAFE BROS LLC,4050 NE EUCALYPTUS BLVD,LABELLE,FL,33935
FL,RAFIQ OF TALLAHASSEE INC,1437 FL GA HWY,HAVANA,FL,32333
FL,"RAM PAYMENT, LLC",412 N. CEDAR BLUFF ROAD,KNOXVILLE,TN,37923
FL,RAMALLAH INC,6270 FOREST HILL BLVD,GREEN ACRES,FL,33415
FL,RAMP PAYMENTS CORPORATION,28 WEST 23RD STREET,NEW YORK,NY,10010
FL,"RANCHITO MART, INC.",102 NEW MARKET RD EAST,IMMOKALEE,FL,34142
FL,"RAPID CASH, LLC",626 N ALAFAYA TRAIL,ORLANDO,FL,32828
FL,RAPIDO & FACIL EXCHANGE CO,7711 W HILLSBOROUGH AVE,TAMPA,FL,33615
FL,"RAY'S MARKET, INC.",1707 NW 6TH STREET,FORT LAUDERDALE,FL,33311
FL,"RDRA SERVICES, INC.",1251 E. SAMPLE ROAD,POMPANO BEACH,FL,33064
FL,REAL TIME FINANCIAL SERVICES LLC,100 SE 2ND STREET STE 2000,MIAMI,FL,33131
FL,REALNET PAYMENTS LLC,8500 GOVERNOR'S HILL DRIVE,CINCINNATI,OH,45249
FL,REALPAGE PAYMENTS SERVICES LLC,2201 LAKESIDE BLVD.,RICHARDSON,TX,75082
FL,"RED LEAF CHICAGO, LLC",225 W WACKER DR,CHICAGO,IL,60606
FL,REDLAND GROCERY INC,26400 SW 187 AVE,HOMESTEAD,FL,33031
FL,"REEMO SERVICES CC, INC.",1879 W WOOLBRIGHT ROAD,BOYNTON BEACH,FL,33426
FL,"REMITLY, INC.",401 UNION STREET,SEATTLE,WA,98101
FL,RHINO BUSINESS GROUP LLC,1599 WEST FLAGLER ST,MIAMI,FL,33135
FL,RIEDEL & VOGEL SCHUH LLC,999 BRICKELL BAY DR SUITE #703,MIAMI,FL,33131
FL,RIPPLE MARKETS DE LLC,600 BATTERY ST,SAN FRANCISCO,CA,94111
FL,"RIPPLING PAYMENTS, INC.",430 CALIFORNIA STREET,SAN FRANCISCO,CA,94104
FL,RISE WORKS LICENSING LLC,28500 MILES RD. SUITE P,SOLON,OH,44139
FL,RIVER FINANCIAL INC.,80 E RICH ST,COLUMBUS,OH,43215
FL,"ROBINHOOD CRYPTO, LLC",85 WILLOW ROAD,MENLO PARK,CA,94025
FL,"ROBINHOOD MONEY, LLC",85 WILLOW RD,MENLO PARK,CA,94025
FL,"ROCKITCOIN, LLC",325 WEST HURON STREET,CHICAGO,IL,60654
FL,ROJA BD ENTERPRISES INC.,13493 W. HWY 328,OCALA,FL,34482
FL,ROSA INVESTMENTS & MANAGEMENT INC,1951 W COPANS RD,POMPANO BEACH,FL,33064
FL,ROY AT 11825 INC,11825 COLLIER BLVD,NAPLES,FL,34116
FL,S & H FOOD MANAGEMENT INC,2175 10TH AVE N,LAKE WORTH,FL,33461
FL,S & S US ENTERPRISES INC,2805 NE 2ND AVE,MIAMI,FL,33137
FL,"S & W PAYROLL SERVICES, L.L.C",1155 HWY 190 E SERVICE ROAD,COVINGTON,LA,70433
FL,"SABAT BROTHER'S, INC.",2001 NW BOCA RATON BLVD,BOCA RATON,FL,33431-7403
FL,SABORES LATINOS COMPANY INC,15488 SW WARFIELD BLVD,INDIANTOWN,FL,34956
FL,SADIA PETRO ONE INC,4843 PALM BEACH BLVD,FT MYERS,FL,33905
FL,"SAIGON CENTRAL POST, INC.",9455 BOLSA AVE,WESTMINSTER,CA,92683
FL,"SAINATH SERVICES, INC.",2900 W JACKSON ST,PENSACOLA,FL,32505
FL,SAM'S DISCOUNT FOOD INC,2662 APOPKA BLVD,APOPKA,FL,32703
FL,SANI 15 LLC,2121 US HWY 98 N,LAKELAND,FL,33805-2868
FL,SDM USA INC.,SUITE 2735,MIAMI,FL,33131
FL,SENDSPRINT INC.,999 RIVERVIEW DRIVE SUITE 201,TOTOWA,NJ,07512
FL,SEREEN INC,301 W ATLANTIC AVE R1,DELRAY BEACH,FL,33444
FL,SERVI AMERICA INC,328 WASHINGTON AVE,HOMESTEAD,FL,33030
FL,"SERVICIO UNITELLER, INC.",218 ROUTE 17 N,ROCHELLE PARK,NJ,07662
FL,SHAKA EXPRESS CORP.,2828 JOHN F KENNEDY BLVD.,JERSEY CITY,NJ,07306
FL,SHASHI BALA KHIRBAT INC,201 N HWY 27,LADY LAKE,FL,32159
FL,SHOPIFY FINANCIAL SERVICES INC.,85 10TH AVE,NEW YORK,NY,10011
FL,SHRIJINALAY LLC,1996 HAMILTON AVE,JENNINGS,FL,32053
FL,SHRISAI OF TALLAHASSEE INC,25 1/2 RIVER PARK DR,MIDWAY,FL,32343
FL,SIDHHI INC OF TALLAHASSEE,500 E ORANGE AVE,TALLAHASSEE,FL,32301
FL,SIR INVESTMENTS INC,1000 MASSACHUSETTS AVE,ST CLOUD,FL,34769-3732
FL,"SKRILL USA, INC.",5335 GATE PARKWAY,JACKSONVILLE,FL,32256
FL,SMART TRANSFER SOLUTIONS LLC,121 ALHAMBRA PLAZA,CORAL GABLES,FL,33134
FL,"SMITH'S GROCERY & DELI, INC.",829 STATE RD 17 N,LAKE HAMILTON,FL,33851
FL,SOLCAP SERVICES LLC,800 BRICKELL AVE. 4TH FLOOR,MIAMI,FL,33131
FL,SONALI EXCHANGE CO. INC.,31-10 37TH AVENUE,LONG ISLAND CITY,NY,11101
FL,SOUTH EXCHANGE INC,1111 BRICKELL AVE,MIAMI,FL,33131
FL,"SPECTRUM GLOBAL PAYMENT SOLUTIONS, INC.","2200 POST OAK BLVD.,",HOUSTON,TX,77056
FL,"SPEEDY CASH, INC.",4329 BLANDING BLVD.,JACKSONVILLE,FL,32210
FL,SPEEDY CHECK CASHING INC,8560 49TH STREET NORTH,PINELLAS PARK,FL,33781
FL,SPEEDY MART INC,502 SE MARTIN LUTHER KING JR B,STUART,FL,34994
FL,"SPOT HOLDINGS FLA, LLC",1111 OAKFIELD DRIVE,BRANDON,FL,33511
FL,SRC CON LLC,4196 LAKE WORTH ROAD,LAKE WORTH,FL,33461
FL,"STEP-IN FOOD MART, INC.",4039 US HWY 90 W,LAKE CITY,FL,32055
FL,STONEX PAYMENT SERVICES LTD.,333 SE 2ND AVE,MIAMI,FL,33131
FL,"STOREPAY, INC.",541 JEFFERSON AVE,REDWOOD CITY,CA,94063
FL,STRIPE PAYMENTS COMPANY,354 OYSTER POINT BOULEVARD,SOUTH SAN FRANCISCO,CA,94080
FL,STUART DISCOUNT BEVERAGE INC,3335 S.E. DIXIE HIGHWAY,STUART,FL,34997
FL,"SUPER RANCHITO #2, LLC.",3320 US HWY 17 S,ZOLFO SPRINGS,FL,33890
FL,SURYA ONE LLC,27301 OLD US 41 RD SE,BONITA SPRINGS,FL,34135
FL,"SYSTEM PAY SERVICES (US), INC.",365 TONI STONE XING,SAN FRANCISCO,CA,94158
FL,TABAPAY PAYMENT SERVICES LLC,450 CAMBRIDGE AVE,PALO ALTO,CA,94306
FL,TALINO DIGITAL SOLUTIONS INC,429 LENOX AVENUE,MIAMI,FL,33139
FL,TANHA & PREET INC,355 KNOX MCRAE DR,TITUSVILLE,FL,32780
FL,TAPTAP SEND PAYMENTS CO.,1450 BROADWAY,NEW YORK,NY,10018
FL,TASO GROUP LLC,9130 NW SOUTH RIVER DRIVE,MEDLEY,FL,33166
FL,"TECH FRIENDS, INC.",2622 COMMERCE DR.,JONESBORO,AR,72401
FL,"TELEGIRO, INC.",11401 SW 40TH ST,MIAMI,FL,33165
FL,TERRA PAYMENT SERVICES USA LLC,"1111 BRICKELL AVE, 10TH FLOOR",MIAMI,FL,33131
FL,THE MONEY CENTER OF DAVIE INC,4124 DAVIE RD,DAVIE,FL,33314
FL,THE MONEY STOP CENTER LLC,4120 CLEVELAND AVE,FT MYERS,FL,33901
FL,THUNES FINANCIAL SERVICES LLC,2 EMBARCADERO CENTER,SAN FRANCISCO,CA,94111
FL,TIAGN I INC,864 SPRING ST NW,ATLANTA,GA,30308
FL,TIENDA EL CASTILLO INC,1315 LANE AVENUE SOUTH,JACKSONVILLE,FL,32205
FL,TIERRA MEXICANA INC,4311 STATE RD 574,PLANT CITY,FL,33563
FL,"TIP TOP CHECK CASHING, INC",410 E SAMPLE RD,POMPANO BEACH,FL,33064
FL,"TIPALTI, INC.",1051 E. HILLSDALE,FOSTER CITY,CA,94404
FL,TJC DISTRIBUTING INC.,1780 AUBURN RAVINE RD.,AUBURN,CA,95603
FL,TKR PETROLEUM LLC,"3501 OLD WINTER GARDEN ROAD,",ORLANDO,FL,32805
FL,TMCS SERVICE CORP,3619 WEBBER ST,SARASOTA,FL,34232
FL,TOAST PROCESSING SERVICES LLC,333 SUMMER STREET,BOSTON,MA,02210
FL,"TOUCHPAY HOLDINGS, LLC",10005 TECHNOLOGY BLVD. WEST,DALLAS,TX,75002
FL,"TRANSFERMATE, INC.",IDA BUSINESS & TECHNOLOGY PARK,KIKKENNY,ZZ,
FL,"TREASURY VAULT, LLC.",4161 N THANKSGIVING WAY STE 30,LEHI,UT,84043
FL,TRILLION CAPITAL MARKETS INC.,1001 BRICKELL BAY DR,MIAMI,FL,33131
FL,TRINITY EXPRESS SERVICES CORP,11375 TAMIAMI TRAIL E,NAPLES,FL,34113
FL,TRIPLE A TECHNOLOGIES INC.,4000 HOLLYWOOD BLVD,HOLLYWOOD,FL,33021
FL,"TRUSTLY, INC.",535 MISSION STREET,SAN FRANCISCO,CA,94105
FL,TTS FINANCIAL LLC,11104 SW 184TH STREET,MIAMI,FL,33157
FL,TUBBY'S DRIVE THRU INC,6980 MCNAB ROAD,TAMARAC,FL,33321
FL,U.S. MONEY EXPRESS COMPANY,5395 N MILWAUKEE AVE,CHICAGO,IL,60630
FL,"U.S. PAYMENTS, LLC",7130 S. LEWIS AVE,TULSA,OK,74136-5492
FL,"UNCHAINED TRADING, LLC",601 CONGRESS AVE,AUSTIN,TX,78701
FL,UNIVERSITY AMOCO QUICK MART INC.,2202 E FLETCHER AVE,TAMPA,FL,33612
FL,UNO MULTISERVICIOS INC,19150 ACORN RD UNIT1,FORT MYERS,FL,33967
FL,UPHOLD HQ INC.,90 NEW MONTGOMERY STREET,SAN FRANCISCO,CA,94105
FL,URO R&J LLC,200 NE 1ST ST,MIAMI,FL,33132
FL,USFOREX INC.,49 STEVENSON ST,SAN FRANCISCO,CA,94105
FL,"UZIO TECHNOLOGY, INC.",1107 DAPPLE GREY CT.,GREAT FALLS,VA,22066
FL,"VA-CUBA, INC",2994 NW 7TH STREET,MIAMI,FL,33125
FL,"VALUE EXCHANGE SOLUTIONS, INCORPORATED","7901 4TH ST N, STE 300",SAINT PETERSBURG,FL,33702
FL,"VCB MONEY, INC.",12112 BROOKHURST ST,GARDEN GROVE,CA,92840
